GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
597088929,20161108,201611,2016,2016.8438,USAGOVMEDASA,RADIO FREE ASIA,USA,,,,,GOV,MED,,,,,,,,,,,,0,10,10,1,1,0,4,1,4,-5.102040816,4,"Lin Ping, Shaanxi, China",CH,CH26,34.4644,108.097,-1915427,0,,,,,,,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,20161108,http://www.oklahomacitysun.com/index.php/sid/249237543
597088930,20161108,201611,2016,2016.8438,USAGOVMEDASA,RADIO FREE ASIA,USA,,,,,GOV,MED,,,,,,,,,,,,0,10,10,1,1,0,3,1,3,-5.102040816,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,0,,,,,,,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,20161108,http://www.oklahomacitysun.com/index.php/sid/249237543
596891218,20161108,201611,2016,2016.8438,USAGOVMED,THE WHITE HOUSE,USA,,,,,GOV,MED,,,,,,,,,,,,1,43,43,4,1,2.8,1,1,1,-2.51396648,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,0,,,,,,,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,20161108,http://www.thedailybeast.com/articles/2016/11/08/seth-meyers-mocks-bond-villain-trump-for-getting-his-twitter-account-taken-away.html
596838107,20161108,201611,2016,2016.8438,USAGOVMED,NASA,USA,,,,,GOV,MED,,,,,,,,,,,,1,36,36,3,1,4,3,1,3,-0.526315789,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,0,,,,,,,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,20161108,http://www.techly.com.au/2016/11/08/astronauts-can-be-bothered-to-vote-all-the-way-from-space/
597085471,20161108,201611,2016,2016.8438,USAGOVMED,NASA,USA,,,,,GOV,MED,,,,,,,,,,,,1,10,10,1,1,0,14,2,14,1.770778241,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,0,,,,,,,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,20161108,http://www.irishexaminer.com/breakingnews/world/yes-us-astronauts-can-vote-from-space-and-heres-how-it-works-763181.html
597235047,20161109,201611,2016,2016.8466,USAGOVMED,TONY FRATTO,USA,,,,,GOV,MED,,USAELI,GEORGE W. BUSH,USA,,,,,ELI,,,1,100,100,10,3,-5,2,1,2,-0.710900474,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,20161109,http://theweek.com/speedreads/660603/dow-futures-plunge-trumps-white-house-chances-brighten
597235045,20161109,201611,2016,2016.8466,USAGOVMED,TONY FRATTO,USA,,,,,GOV,MED,,GOV,PRESIDENT,,,,,,GOV,,,1,60,60,6,2,6,3,1,3,-0.710900474,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,20161109,http://theweek.com/speedreads/660603/dow-futures-plunge-trumps-white-house-chances-brighten
596827708,20161108,201611,2016,2016.8438,USAGOVMED,HILLARY CLINTON,USA,,,,,GOV,MED,,USA,AMERICAN,USA,,,,,,,,1,80,80,8,2,5,4,2,4,-0.131578947,2,"New Hampshire, United States",US,USNH,43.4108,-71.5653,NH,2,"New Hampshire, United States",US,USNH,43.4108,-71.5653,NH,2,"New Hampshire, United States",US,USNH,43.4108,-71.5653,NH,20161108,http://www.redstate.com/diary/energyrabbit/2016/11/07/marita-noon-america-needs-use-energy-less/
597453571,20161109,201611,2016,2016.8466,USAGOVMED,THE WHITE HOUSE,USA,,,,,GOV,MED,,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,1,42,42,4,1,1.9,2,1,2,-3.103448276,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,20161109,http://www.renewamerica.com/news.php?p=602
596838109,20161108,201611,2016,2016.8438,USAGOVMED,NASA,USA,,,,,GOV,MED,,USAMED,UNITED STATES,USA,,,,,MED,,,1,36,36,3,1,4,1,1,1,-0.526315789,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,20161108,http://www.techly.com.au/2016/11/08/astronauts-can-be-bothered-to-vote-all-the-way-from-space/
596838108,20161108,201611,2016,2016.8438,USAGOVMED,NASA,USA,,,,,GOV,MED,,USA,UNITED STATES,USA,,,,,,,,1,36,36,3,1,4,1,1,1,-0.526315789,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,20161108,http://www.techly.com.au/2016/11/08/astronauts-can-be-bothered-to-vote-all-the-way-from-space/
597398586,20161109,201611,2016,2016.8466,USAGOVMEDSEA,VOICE OF AMERICA,USA,,,,,GOV,MED,,GOV,GOVERNMENT,,,,,,GOV,,,1,10,10,1,1,0,6,1,6,3.395061728,1,United States,US,US,38,-97,US,1,United States,US,US,38,-97,US,1,United States,US,US,38,-97,US,20161109,http://www.stewardshipreport.com/elephants-kneel-to-pay-respect-to-late-thai-king-bhumibol/
597504706,20161109,201611,2016,2016.8466,USAGOVMEDSEAEDU,VOICE OF AMERICA,USA,,,,,GOV,MED,EDU,USA,MIAMI,USA,,,,,,,,0,36,36,3,1,4,6,1,6,4.243119266,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,3,"Learning Center, Florida, United States",US,USFL,27.9606,-82.4604,297910,20161109,http://www.journal-news.com/news/local/veterans-day-events-butler-and-warren-counties/zYP69AIcqMHbuAdWTfnDhO/
597504707,20161109,201611,2016,2016.8466,USAGOVMEDSEAEDU,VOICE OF AMERICA,USA,,,,,GOV,MED,EDU,USA,MIAMI,USA,,,,,,,,0,36,36,3,1,4,1,1,1,4.243119266,3,"Learning Center, Florida, United States",US,USFL,27.9606,-82.4604,297910,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,3,"Learning Center, Florida, United States",US,USFL,27.9606,-82.4604,297910,20161109,http://www.journal-news.com/news/local/veterans-day-events-butler-and-warren-counties/zYP69AIcqMHbuAdWTfnDhO/
596846648,20161108,201611,2016,2016.8438,USAGOVMED,THE WHITE HOUSE,USA,,,,,GOV,MED,,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,0,42,42,4,1,1.9,2,1,2,-1.608806097,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20161108,http://www.renewamerica.com/news.php?p=629
597127269,20161109,201611,2016,2016.8466,USAGOVMEDASA,RADIO FREE ASIA,USA,,,,,GOV,MED,,PAK,PAKISTAN,PAK,,,,,,,,0,193,193,19,4,-10,1,1,1,-5.474095797,4,"Lin Ping, Shaanxi, China",CH,CH26,34.4644,108.097,-1915427,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20161109,http://www.nepalnational.com/index.php/sid/249237543
597159132,20161109,201611,2016,2016.8466,USAGOVMEDASA,RADIO FREE ASIA,USA,,,,,GOV,MED,,VNM,VIETNAM,VNM,,,,,,,,0,40,40,4,1,1,2,1,2,-3.374233129,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20161109,http://www.vietnamtribune.com/index.php/sid/249238739
597370100,20161109,201611,2016,2016.8466,USAGOVMEDSEA,VOICE OF AMERICA,USA,,,,,GOV,MED,,MED,TELEVISION,,,,,,MED,,,0,57,57,5,1,8,4,1,4,-0.607287449,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20161109,http://www.theinsider.ug/you-cant-rig-us-elections-like-in-uganda-shaka-ssali-tells-nbs-tv/
597159136,20161109,201611,2016,2016.8466,USAGOVMEDASA,RADIO FREE ASIA,USA,,,,,GOV,MED,,VNM,HANOI,VNM,,,,,,,,0,42,42,4,1,1.9,2,1,2,-3.374233129,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20161109,http://www.vietnamtribune.com/index.php/sid/249238739
597202015,20161109,201611,2016,2016.8466,USAGOVMEDASA,RADIO FREE ASIA,USA,,,,,GOV,MED,,PAK,PAKISTAN,PAK,,,,,,,,0,193,193,19,4,-10,1,1,1,-4.229934924,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20161109,http://www.pakistantelegraph.com/index.php/sid/249238735
597290868,20161109,201611,2016,2016.8466,USAGOVMED,UNITED STATES,USA,,,,,GOV,MED,,GOV,PRESIDENT,,,,,,GOV,,,1,51,51,5,1,3.4,4,2,4,2.765296683,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20161109,http://english.sina.com/news/2016-11-09/detail-ifxxsfip4269257.shtml
597228254,20161109,201611,2016,2016.8466,USAGOVMED,THE WHITE HOUSE,USA,,,,,GOV,MED,,CHRCTH,HIGH PRIEST,,,,CHR,CTH,,,,1,43,43,4,1,2.8,2,2,2,5.383872525,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20161109,https://www.yahoo.com/news/stephen-colbert-showtime-election-special-054334626.html
597295420,20161109,201611,2016,2016.8466,USAGOVMED,THE WHITE HOUSE,USA,,,,,GOV,MED,,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,0,51,51,5,1,3.4,29,25,29,-2.051890808,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20161109,http://punchng.com/trumps-joy-obamas-pain/
597235046,20161109,201611,2016,2016.8466,USAGOVMED,TONY FRATTO,USA,,,,,GOV,MED,,USAELI,GEORGE W. BUSH,USA,,,,,ELI,,,1,100,100,10,3,-5,1,1,1,-0.710900474,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20161109,http://theweek.com/speedreads/660603/dow-futures-plunge-trumps-white-house-chances-brighten
597235044,20161109,201611,2016,2016.8466,USAGOVMED,TONY FRATTO,USA,,,,,GOV,MED,,GOV,PRESIDENT,,,,,,GOV,,,1,60,60,6,2,6,1,1,1,-0.710900474,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20161109,http://theweek.com/speedreads/660603/dow-futures-plunge-trumps-white-house-chances-brighten
597295419,20161109,201611,2016,2016.8466,USAGOVMED,THE WHITE HOUSE,USA,,,,,GOV,MED,,USAGOV,OBAMA,USA,,,,,GOV,,,0,42,42,4,1,1.9,29,25,29,-2.051890808,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20161109,http://punchng.com/trumps-joy-obamas-pain/
597492150,20161109,201611,2016,2016.8466,USAGOVMEDSEA,VOICE OF AMERICA,USA,,,,,GOV,MED,,USA,MIAMI,USA,,,,,,,,0,36,36,3,1,4,1,1,1,3.756345178,3,"Learning Center, Florida, United States",US,USFL,27.9606,-82.4604,297910,3,"Miami University, Ohio, United States",US,USOH,39.5092,-84.7341,1043253,3,"Learning Center, Florida, United States",US,USFL,27.9606,-82.4604,297910,20161109,http://www.mydaytondailynews.com/news/news/local/veterans-day-events-in-butler-and-warren-counties/ns57b/
597492149,20161109,201611,2016,2016.8466,USAGOVMEDSEA,VOICE OF AMERICA,USA,,,,,GOV,MED,,USA,MIAMI,USA,,,,,,,,0,36,36,3,1,4,5,1,5,3.756345178,3,"Miami University, Ohio, United States",US,USOH,39.5092,-84.7341,1043253,3,"Miami University, Ohio, United States",US,USOH,39.5092,-84.7341,1043253,3,"Learning Center, Florida, United States",US,USFL,27.9606,-82.4604,297910,20161109,http://www.mydaytondailynews.com/news/news/local/veterans-day-events-in-butler-and-warren-counties/ns57b/
597492151,20161109,201611,2016,2016.8466,USAGOVMEDSEAEDU,VOICE OF AMERICA,USA,,,,,GOV,MED,EDU,USA,MIAMI,USA,,,,,,,,0,36,36,3,1,4,2,1,2,3.756345178,3,"Miami University, Ohio, United States",US,USOH,39.5092,-84.7341,1043253,3,"Miami University, Ohio, United States",US,USOH,39.5092,-84.7341,1043253,3,"Learning Center, Florida, United States",US,USFL,27.9606,-82.4604,297910,20161109,http://www.mydaytondailynews.com/news/news/local/veterans-day-events-in-butler-and-warren-counties/ns57b/
597107340,20161108,201611,2016,2016.8438,USAGOVMEDASA,RADIO FREE ASIA,USA,,,,,GOV,MED,,USA,CINCINNATI,USA,,,,,,,,0,113,113,11,3,-2,4,1,4,-4.821802935,4,"Lin Ping, Shaanxi, China",CH,CH26,34.4644,108.097,-1915427,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,20161108,http://www.cincinnatisun.com/index.php/sid/249237543
597107338,20161108,201611,2016,2016.8438,USAGOVMEDASA,RADIO FREE ASIA,USA,,,,,GOV,MED,,CVL,VOTER,,,,,,CVL,,,0,40,40,4,1,1,4,1,4,-4.821802935,4,"Lin Ping, Shaanxi, China",CH,CH26,34.4644,108.097,-1915427,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,20161108,http://www.cincinnatisun.com/index.php/sid/249237543
597107342,20161108,201611,2016,2016.8438,USAGOVMEDASA,RADIO FREE ASIA,USA,,,,,GOV,MED,,USA,CINCINNATI,USA,,,,,,,,0,120,120,12,3,-4,4,1,4,-4.821802935,4,"Lin Ping, Shaanxi, China",CH,CH26,34.4644,108.097,-1915427,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,20161108,http://www.cincinnatisun.com/index.php/sid/249237543
597107341,20161108,201611,2016,2016.8438,USAGOVMEDASA,RADIO FREE ASIA,USA,,,,,GOV,MED,,USA,CINCINNATI,USA,,,,,,,,0,113,113,11,3,-2,6,1,6,-4.821802935,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,20161108,http://www.cincinnatisun.com/index.php/sid/249237543
597107343,20161108,201611,2016,2016.8438,USAGOVMEDASA,RADIO FREE ASIA,USA,,,,,GOV,MED,,USA,CINCINNATI,USA,,,,,,,,0,120,120,12,3,-4,6,1,6,-4.821802935,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,20161108,http://www.cincinnatisun.com/index.php/sid/249237543
597107339,20161108,201611,2016,2016.8438,USAGOVMEDASA,RADIO FREE ASIA,USA,,,,,GOV,MED,,CVL,VOTER,,,,,,CVL,,,0,40,40,4,1,1,6,1,6,-4.821802935,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,3,"Cincinnati, Ohio, United States",US,USOH,39.162,-84.4569,1066650,20161108,http://www.cincinnatisun.com/index.php/sid/249237543
597504705,20161109,201611,2016,2016.8466,USAGOVMEDSEAEDU,VOICE OF AMERICA,USA,,,,,GOV,MED,EDU,USA,MIAMI,USA,,,,,,,,0,36,36,3,1,4,1,1,1,4.243119266,3,"Berkeley, California, United States",US,USCA,37.8716,-122.273,1658037,3,"Berkeley, California, United States",US,USCA,37.8716,-122.273,1658037,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,20161109,http://www.journal-news.com/news/local/veterans-day-events-butler-and-warren-counties/zYP69AIcqMHbuAdWTfnDhO/
597057547,20161108,201611,2016,2016.8438,USAMED,ASSOCIATED PRESS,USA,,,,,MED,,,,,,,,,,,,,0,10,10,1,1,0,2,1,2,-4.207920792,1,Congo,CF,CF,-1,15,CF,0,,,,,,,3,"Longisland, New York, United States",US,USNY,43.152,-76.061,955858,20161108,http://www.longisland.com/news/ap-news/congo-grenade-blast-kills-1-injures-32-un-peacekeepers-110816.html
596873913,20161108,201611,2016,2016.8438,USAMED,REUTERS,USA,,,,,MED,,,,,,,,,,,,,1,190,190,19,4,-10,3,1,3,-2.584269663,1,Netherlands,NL,NL,52.5,5.75,NL,0,,,,,,,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,20161108,http://www.themalaymailonline.com/read/article/the-manson-family-and-the-gruesome-murder-of-sharon-tate
596856185,20161108,201611,2016,2016.8438,USAMED,ASSOCIATED PRESS,USA,,,,,MED,,,,,,,,,,,,,0,14,14,1,1,0,6,1,6,-0.419287212,1,Syria,SY,SY,35,38,SY,0,,,,,,,2,"District of Columbia, United States",US,USDC,38.8964,-77.0262,DC,20161108,http://www.thenewsminute.com/article/clinton-and-trump-make-final-pitches-battleground-states-52547
596856186,20161108,201611,2016,2016.8438,USAMED,ASSOCIATED PRESS,USA,,,,,MED,,,,,,,,,,,,,0,14,14,1,1,0,2,1,2,-0.419287212,1,Syria,SY,SY,35,38,SY,0,,,,,,,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,20161108,http://www.thenewsminute.com/article/clinton-and-trump-make-final-pitches-battleground-states-52547
597061445,20161108,201611,2016,2016.8438,USAMED,AMERICAN,USA,,,,,MED,,,,,,,,,,,,,1,51,51,5,1,3.4,6,1,6,-1.602564103,1,United States,US,US,38,-97,US,0,,,,,,,1,United States,US,US,38,-97,US,20161108,http://www.morningledger.com/national-enquirer-reveals-donald-trump-affair-playmate-karen-mcdougal/13118657/
596861521,20161108,201611,2016,2016.8438,USAMED,REUTERS,USA,,,,,MED,,,,,,,,,,,,,1,42,42,4,1,1.9,41,4,41,2.751837277,1,United States,US,US,38,-97,US,0,,,,,,,1,United States,US,US,38,-97,US,20161108,https://www.yahoo.com/news/arcelormittal-q3-core-profit-below-061302026.html
596877265,20161108,201611,2016,2016.8438,USAMED,WALL STREET JOURNAL,USA,,,,,MED,,,,,,,,,,,,,0,20,20,2,1,3,6,1,6,-1.68612192,1,United States,US,US,38,-97,US,0,,,,,,,1,United States,US,US,38,-97,US,20161108,http://www.digitalmusicnews.com/2016/11/07/wsj-crticizing-google-washington-copyright-coup/
596918259,20161108,201611,2016,2016.8438,USAMED,WALL STREET JOURNAL,USA,,,,,MED,,,,,,,,,,,,,1,84,84,8,2,7,11,2,11,-2.591998931,1,United States,US,US,38,-97,US,0,,,,,,,1,United States,US,US,38,-97,US,20161108,http://www.phonearena.com/news/Samsung-Galaxy-S8-internal-tests-might-start-in-January_id87524
597072176,20161108,201611,2016,2016.8438,USAMEDELI,RUSH LIMBAUGH,USA,,,,,MED,ELI,,,,,,,,,,,,1,10,10,1,1,0,200,1,200,2.207825203,1,United States,US,US,38,-97,US,0,,,,,,,1,United States,US,US,38,-97,US,20161108,http://talkradio1059.iheart.com/onair/rush-limbaugh-55812/governor-pence-its-in-your-hands-15280769/
596987328,20161108,201611,2016,2016.8438,USAMED,AMERICAN,USA,,,,,MED,,,,,,,,,,,,,0,80,80,8,2,5,6,1,6,1.015228426,1,United States,US,US,38,-97,US,0,,,,,,,1,United States,US,US,38,-97,US,20161108,http://www.msn.com/en-nz/news/world/the-national-enquirer-paid-dollar150000-to-bury-a-story-of-trumps-affair-with-a-playboy-model/ar-AAk2UPE
597037040,20161108,201611,2016,2016.8438,USAMED,ASSOCIATED PRESS,USA,,,,,MED,,,,,,,,,,,,,0,70,70,7,2,7,6,1,6,0.566572238,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,25.2522,55.28,-782831,0,,,,,,,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,20161108,http://accesswdun.com/article/2016/11/467413
596816480,20161108,201611,2016,2016.8438,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,,,,,,,,,,,1,51,51,5,1,3.4,8,4,8,-0.361066412,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,0,,,,,,,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,20161108,http://wbtw.com/ap/members-of-group-honoring-fbi-boss-have-longtime-trump-ties/
596816477,20161108,201611,2016,2016.8438,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,,,,,,,,,,,1,43,43,4,1,2.8,6,3,6,-0.56022409,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,0,,,,,,,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,20161108,http://wbtw.com/ap/members-of-group-honoring-fbi-boss-have-longtime-trump-ties/
596945923,20161108,201611,2016,2016.8438,USAMED,DALLAS,USA,,,,,MED,,,,,,,,,,,,,0,43,43,4,1,2.8,1,1,1,-0.764525994,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,0,,,,,,,3,"Dallas, Texas, United States",US,USTX,32.7831,-96.8067,1380944,20161108,https://wn.com/BSF
599246372,20161108,201611,2016,2016.8438,USAMED,REUTERS,USA,,,,,MED,,,,,,,,,,,,,1,40,40,4,1,1,6,1,6,-3.254972875,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,0,,,,,,,1,United States,US,US,38,-97,US,20161115,http://www.iraqsun.com/index.php/sid/249413067
599068539,20161108,201611,2016,2016.8438,USAMED,REUTERS,USA,,,,,MED,,,,,,,,,,,,,0,40,40,4,1,1,12,2,12,-2.389516958,4,"Puebla, Puebla, Mexico",MX,MX21,19.05,-98.2,-1690063,0,,,,,,,1,United States,US,US,38,-97,US,20161115,https://www.yahoo.com/news/mexico-says-tools-fight-financial-033322767.html
599282816,20161108,201611,2016,2016.8438,USAMED,REUTERS,USA,,,,,MED,,,,,,,,,,,,,1,40,40,4,1,1,6,1,6,-1.593625498,4,"Davao City, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,0,,,,,,,1,United States,US,US,38,-97,US,20161115,http://www.philippinetimes.com/index.php/sid/249413067
597024235,20161108,201611,2016,2016.8438,USAMED,ASSOCIATED PRESS,USA,,,,,MED,,,,,,,,,,,,,1,14,14,1,1,0,3,1,3,-2.395209581,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,0,,,,,,,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,20161108,http://www.ktva.com/juneau-give-another-look-live-aboard-boat-limit-425/
596816482,20161108,201611,2016,2016.8438,USAMED,REUTERS,USA,,,,,MED,,,,,,,,,,,,,1,90,90,9,2,-2,5,1,5,1.372997712,2,"Alabama, United States",US,USAL,32.799,-86.8073,AL,0,,,,,,,2,"Alabama, United States",US,USAL,32.799,-86.8073,AL,20161108,http://www.ibtimes.co.uk/us-justice-department-send-election-monitors-28-states-election-day-1590357
596950123,20161108,201611,2016,2016.8438,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,,,,,,,,,,,0,70,70,7,2,7,5,1,5,2.751322751,3,"Decatur, Alabama, United States",US,USAL,34.6059,-86.9833,117185,0,,,,,,,3,"Decatur, Alabama, United States",US,USAL,34.6059,-86.9833,117185,20161108,http://www.enewscourier.com/news/local_news/fowler-reviews-successes-looks-forward-to-new-role/article_6fb0d9ac-a549-11e6-9705-efe10f3472ef.html
599005452,20161108,201611,2016,2016.8438,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,,,,,,,,,,,0,14,14,1,1,0,8,1,8,-10.69012179,2,"Alabama, United States",US,USAL,32.799,-86.8073,AL,0,,,,,,,2,"Alabama, United States",US,USAL,32.799,-86.8073,AL,20161115,http://amarillo.com/national/2016-11-14/latest-da-conviction-not-victory-hot-car-death
599005453,20161108,201611,2016,2016.8438,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,,,,,,,,,,,0,14,14,1,1,0,2,1,2,-10.69012179,2,"Alabama, United States",US,USAL,32.799,-86.8073,AL,0,,,,,,,2,"Georgia, United States",US,USGA,32.9866,-83.6487,GA,20161115,http://amarillo.com/national/2016-11-14/latest-da-conviction-not-victory-hot-car-death
597085498,20161108,201611,2016,2016.8438,USAMED,ASSOCIATED PRESS,USA,,,,,MED,,,,,,,,,,,,,1,10,10,1,1,0,45,3,45,-4.494257215,2,"Arkansas, United States",US,USAR,34.9513,-92.3809,AR,0,,,,,,,2,"Arkansas, United States",US,USAR,34.9513,-92.3809,AR,20161108,http://www.arkansasonline.com/news/2016/nov/08/results-presidential-race-arkansas/
596846655,20161108,201611,2016,2016.8438,USAMED,ARIZONA,USA,,,,,MED,,,,,,,,,,,,,0,130,130,13,3,-4.4,6,1,6,1.042873696,2,"Arizona, United States",US,USAZ,33.7712,-111.388,AZ,0,,,,,,,2,"Arizona, United States",US,USAZ,33.7712,-111.388,AZ,20161108,http://www.ozy.com/2016/the-queering-of-arizonas-political-scene/73831
